]0;IPython: disease_forecasting/scriptsData Loaded :  0.11446547508239746
Train = 305, Val = 77
Datagens Loaded :  6.365776062011719e-05
Training ...
Loss at epoch 1 = 1.1649848222732544, T = 1
Loss at epoch 101 = 1.130679726600647, T = 1
Loss at epoch 201 = 0.5876534581184387, T = 1
Loss at epoch 301 = 0.7811717391014099, T = 1
Loss at epoch 401 = 0.4441162943840027, T = 1
Loss at epoch 501 = 0.42403507232666016, T = 1
Loss at epoch 601 = 0.6475458145141602, T = 1
Loss at epoch 701 = 0.3444061279296875, T = 1
Loss at epoch 801 = 0.39335501194000244, T = 1
Loss at epoch 901 = 0.37908434867858887, T = 1
Loss at epoch 1001 = 0.4580024182796478, T = 1
Loss at epoch 1101 = 0.4785000681877136, T = 1
Loss at epoch 1201 = 0.5122865438461304, T = 1
Loss at epoch 1301 = 0.367622435092926, T = 1
Loss at epoch 1401 = 0.47584718465805054, T = 1
Loss at epoch 1501 = 0.4859882593154907, T = 1
Loss at epoch 1601 = 0.17018195986747742, T = 1
Loss at epoch 1701 = 0.29891201853752136, T = 1
Loss at epoch 1801 = 0.44857561588287354, T = 1
Loss at epoch 1901 = 0.3956500291824341, T = 1
Loss at epoch 2001 = 0.3964885473251343, T = 1
Loss at epoch 2101 = 0.8095895051956177, T = 1
Loss at epoch 2201 = 0.3468725383281708, T = 1
Loss at epoch 2301 = 0.11620129644870758, T = 1
Loss at epoch 2401 = 0.6529408693313599, T = 1
Loss at epoch 2501 = 0.36823874711990356, T = 1
Loss at epoch 2601 = 0.3214902877807617, T = 1
Loss at epoch 2701 = 0.24022509157657623, T = 1
Loss at epoch 2801 = 0.1704295575618744, T = 1
Loss at epoch 2901 = 0.3118410110473633, T = 1
Loss at epoch 3001 = 0.20419244468212128, T = 1
Loss at epoch 3101 = 0.3389766216278076, T = 1
Loss at epoch 3201 = 0.28813785314559937, T = 1
Loss at epoch 3301 = 0.30388790369033813, T = 1
Loss at epoch 3401 = 0.31777799129486084, T = 1
Loss at epoch 3501 = 0.1656012088060379, T = 1
Loss at epoch 3601 = 0.10262501239776611, T = 1
Loss at epoch 3701 = 0.4558083415031433, T = 1
Loss at epoch 3801 = 0.22450779378414154, T = 1
Loss at epoch 3901 = 0.40240347385406494, T = 1
Loss at epoch 4001 = 0.18789535760879517, T = 1
Loss at epoch 4101 = 0.1881393939256668, T = 1
Loss at epoch 4201 = 0.2176152616739273, T = 1
Loss at epoch 4301 = 0.16761544346809387, T = 1
Loss at epoch 4401 = 0.2348126918077469, T = 1
Loss at epoch 4501 = 0.6137548685073853, T = 1
Loss at epoch 4601 = 0.7418161630630493, T = 1
Loss at epoch 4701 = 0.15721729397773743, T = 1
Loss at epoch 4801 = 0.20326468348503113, T = 1
Loss at epoch 4901 = 0.28083521127700806, T = 1
Loss at epoch 5001 = 0.1986587941646576, T = 1
Loss at epoch 5101 = 0.44063887000083923, T = 1
Loss at epoch 5201 = 0.14973662793636322, T = 1
Loss at epoch 5301 = 0.4011502265930176, T = 1
Loss at epoch 5401 = 0.2700158953666687, T = 1
Loss at epoch 5501 = 0.18635989725589752, T = 1
Loss at epoch 5601 = 0.22551418840885162, T = 1
Loss at epoch 5701 = 0.33024418354034424, T = 1
Loss at epoch 5801 = 0.31971776485443115, T = 1
Loss at epoch 5901 = 0.130692720413208, T = 1
Loss at epoch 6001 = 0.28560134768486023, T = 1
Loss at epoch 6101 = 0.26322823762893677, T = 1
Loss at epoch 6201 = 0.14915651082992554, T = 1
Loss at epoch 6301 = 0.13264617323875427, T = 1
Loss at epoch 6401 = 0.3254755139350891, T = 1
Loss at epoch 6501 = 0.22868365049362183, T = 1
Loss at epoch 6601 = 0.2829585671424866, T = 1
Loss at epoch 6701 = 0.1068025603890419, T = 1
Loss at epoch 6801 = 0.37441277503967285, T = 1
Loss at epoch 6901 = 0.1506703943014145, T = 1
Loss at epoch 7001 = 0.25276288390159607, T = 1
Loss at epoch 7101 = 0.43364983797073364, T = 1
Loss at epoch 7201 = 0.15964378416538239, T = 1
Loss at epoch 7301 = 0.19426143169403076, T = 1
Loss at epoch 7401 = 0.18271228671073914, T = 1
Loss at epoch 7501 = 0.35289525985717773, T = 1
Loss at epoch 7601 = 0.22330883145332336, T = 1
Loss at epoch 7701 = 0.46101805567741394, T = 1
Loss at epoch 7801 = 0.05106782168149948, T = 1
Loss at epoch 7901 = 0.15914110839366913, T = 1
Loss at epoch 8001 = 0.0798565149307251, T = 1
Loss at epoch 8101 = 0.2867383360862732, T = 1
Loss at epoch 8201 = 0.12405990809202194, T = 1
Loss at epoch 8301 = 0.13605372607707977, T = 1
Loss at epoch 8401 = 0.16429974138736725, T = 1
Loss at epoch 8501 = 0.19600985944271088, T = 1
Loss at epoch 8601 = 0.4407441020011902, T = 1
Loss at epoch 8701 = 0.1515100747346878, T = 1
Loss at epoch 8801 = 0.3369344472885132, T = 1
Loss at epoch 8901 = 0.20689009130001068, T = 1
Loss at epoch 9001 = 0.38087284564971924, T = 1
Loss at epoch 9101 = 0.3305327892303467, T = 1
Loss at epoch 9201 = 0.19041895866394043, T = 1
Loss at epoch 9301 = 0.2075389176607132, T = 1
Loss at epoch 9401 = 0.40713486075401306, T = 1
Loss at epoch 9501 = 0.25881797075271606, T = 1
Loss at epoch 9601 = 0.1613166183233261, T = 1
Loss at epoch 9701 = 0.10503741353750229, T = 1
Loss at epoch 9801 = 0.24496468901634216, T = 1
Loss at epoch 9901 = 0.29931485652923584, T = 1
Train data : 
Val data : 
